"RaceNo","Date","Site","Cars","Len","Sfc","Miles","Cau","Speed","LC","Driver","Finish","Start","CarNumber","Make","Pts","Laps","Led","Status","Rating","Team"
22,2012-08-12,"Watkins Glen",43,2.45,"R",221,4,98.145,10,"Chris Cook",41,40,"#19","Toyota","3/0",5,0,"brakes",31.9,"Tri-Star Motorsports"
22,2012-08-12,"Watkins Glen",43,2.45,"R",221,4,98.145,10,"Patrick Long",42,43,"#30","Toyota","2/0",2,0,"brakes",32.4,"Inception Motorsports"
22,2012-08-12,"Watkins Glen",43,2.45,"R",221,4,98.145,10,"Brian Vickers",43,33,"#55","Toyota","1/0",0,0,"engine",30.8,"Michael Waltrip Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Greg Biffle",1,13,"#16","Ford","47/4",201,26,"Running",120.6,"Roush Fenway Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Brad Keselowski",2,19,"#2","Dodge","43/1",201,17,"Running",112.4,"Penske Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Kasey Kahne",3,5,"#5","Chevrolet","41/0",201,0,"Running",114.2,"Hendrick Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Dale Earnhardt Jr.",4,22,"#88","Chevrolet","41/1",201,25,"Running",96.1,"Hendrick Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Marcos Ambrose",5,8,"#9","Ford","39/0",201,0,"Running",95.3,"Richard Petty Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Carl Edwards",6,2,"#99","Ford","39/1",201,1,"Running",111.7,"Roush Fenway Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Clint Bowyer",7,12,"#15","Toyota","38/1",201,19,"Running",102.6,"Michael Waltrip Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Ryan Newman",8,15,"#39","Chevrolet","36/0",201,0,"Running",84.2,"Stewart-Haas Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Paul Menard",9,10,"#27","Chevrolet","36/1",201,8,"Running",101.2,"Richard Childress Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Martin Truex Jr.",10,7,"#56","Toyota","35/1",201,12,"Running",114.1,"Michael Waltrip Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Denny Hamlin",11,21,"#11","Toyota","34/1",201,1,"Running",85.4,"Joe Gibbs Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Sam Hornish Jr.",12,17,"#22","Dodge","0/0",201,9,"Running",89.8,"Penske Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Kyle Busch",13,23,"#18","Toyota","31/0",201,0,"Running",76.5,"Joe Gibbs Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Jamie McMurray",14,24,"#1","Chevrolet","30/0",201,0,"Running",77.1,"Earnhardt Ganassi Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Travis Kvapil",15,30,"#93","Toyota","29/0",201,0,"Running",64.6,"BK Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Kevin Harvick",16,20,"#29","Chevrolet","28/0",201,0,"Running",78.8,"Richard Childress Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Matt Kenseth",17,4,"#17","Ford","28/1",201,5,"Running",106.9,"Roush Fenway Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"David Gilliland",18,36,"#38","Ford","26/0",201,0,"Running",57,"Front Row Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Jeff Burton",19,32,"#31","Chevrolet","25/0",201,0,"Running",66.2,"Richard Childress Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Aric Almirola",20,41,"#43","Ford","24/0",201,0,"Running",67.2,"Richard Petty Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"David Reutimann",21,39,"#10","Chevrolet","23/0",200,0,"Running",49.6,"Tommy Baldwin Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Bobby Labonte",22,28,"#47","Toyota","22/0",199,0,"Running",53,"JTG Daugherty Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"David Ragan",23,37,"#34","Ford","21/0",199,0,"Running",46.9,"Front Row Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Trevor Bayne",24,6,"#21","Ford","0/0",199,0,"Running",78.2,"Wood Brothers Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Landon Cassill",25,9,"#83","Toyota","20/1",198,1,"Running",63.3,"BK Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Juan Pablo Montoya",26,25,"#42","Chevrolet","18/0",197,0,"Running",55.6,"Earnhardt Ganassi Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Jimmie Johnson",27,3,"#48","Chevrolet","18/1",195,23,"engine",92,"Hendrick Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Jeff Gordon",28,11,"#24","Chevrolet","16/0",167,0,"engine",64.3,"Hendrick Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Regan Smith",29,18,"#78","Chevrolet","15/0",154,0,"Running",63.3,"Furniture Row Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Kurt Busch",30,26,"#51","Chevrolet","14/0",135,0,"accident",56.2,"Phoenix Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Joey Logano",31,16,"#20","Toyota","13/0",132,0,"Running",52.5,"Joe Gibbs Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Tony Stewart",32,14,"#14","Chevrolet","12/0",109,0,"engine",54.6,"Stewart-Haas Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"T.J. Bell",33,40,"#32","Ford","0/0",108,0,"transmission",35.6,"FAS Lane Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"David Stremme",34,31,"#30","Toyota","10/0",72,0,"electrical",38.5,"Inception Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Mark Martin",35,1,"#55","Toyota","11/2",64,54,"accident",107.5,"Michael Waltrip Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Joe Nemechek",36,35,"#87","Toyota","0/0",38,0,"rear gear",33.5,"NEMCO Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Casey Mears",37,29,"#13","Ford","7/0",36,0,"vibration",38.2,"Germain Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Dave Blaney",38,42,"#36","Chevrolet","6/0",34,0,"vibration",36.6,"Tommy Baldwin Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Mike Skinner",39,43,"#98","Ford","5/0",25,0,"electrical",35.7,"Phil Parsons Racing"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Josh Wise",40,34,"#26","Ford","4/0",21,0,"suspension",35.8,"Front Row Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Scott Riggs",41,38,"#23","Chevrolet","3/0",20,0,"suspension",30.4,"R3 Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Reed Sorenson",42,27,"#91","Toyota","0/0",15,0,"overheating",30.4,"Tri-Star Motorsports"
23,2012-08-19,"Michigan",43,2,"P",402,8,144.662,26,"Jason Leffler",43,33,"#19","Ford","0/0",14,0,"fuel pressure",31.5,"Tri-Star Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Denny Hamlin",1,8,"#11","Toyota","47/4",500,70,"Running",136.2,"Joe Gibbs Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Jimmie Johnson",2,37,"#48","Chevrolet","43/1",500,52,"Running",103.1,"Hendrick Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Jeff Gordon",3,11,"#24","Chevrolet","41/0",500,0,"Running",113.9,"Hendrick Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Brian Vickers",4,22,"#55","Toyota","41/1",500,1,"Running",98.5,"Michael Waltrip Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Marcos Ambrose",5,9,"#9","Ford","40/1",500,1,"Running",102.6,"Richard Petty Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Kyle Busch",6,10,"#18","Toyota","38/0",500,0,"Running",103.4,"Joe Gibbs Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Clint Bowyer",7,23,"#15","Toyota","37/0",500,0,"Running",101.9,"Michael Waltrip Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Joey Logano",8,4,"#20","Toyota","38/2",500,139,"Running",119.5,"Joe Gibbs Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Kasey Kahne",9,12,"#5","Chevrolet","36/1",500,42,"Running",86.2,"Hendrick Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Paul Menard",10,7,"#27","Chevrolet","34/0",500,0,"Running",82.8,"Richard Childress Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Martin Truex Jr.",11,15,"#56","Toyota","34/1",500,44,"Running",104.9,"Michael Waltrip Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Dale Earnhardt Jr.",12,16,"#88","Chevrolet","33/1",500,13,"Running",83.8,"Hendrick Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Juan Pablo Montoya",13,28,"#42","Chevrolet","31/0",500,0,"Running",84.4,"Earnhardt Ganassi Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Bobby Labonte",14,36,"#47","Toyota","30/0",500,0,"Running",64.5,"JTG Daugherty Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Kevin Harvick",15,13,"#29","Chevrolet","29/0",500,0,"Running",92,"Richard Childress Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Regan Smith",16,14,"#78","Chevrolet","28/0",500,0,"Running",70.4,"Furniture Row Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Jamie McMurray",17,26,"#1","Chevrolet","27/0",500,0,"Running",67.4,"Earnhardt Ganassi Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Travis Kvapil",18,41,"#93","Toyota","26/0",500,0,"Running",60.2,"BK Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Greg Biffle",19,3,"#16","Ford","26/1",500,41,"Running",83,"Roush Fenway Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"David Gilliland",20,18,"#38","Ford","24/0",500,0,"Running",62.9,"Front Row Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Casey Mears",21,1,"#13","Ford","24/1",499,26,"Running",64.5,"Germain Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Carl Edwards",22,27,"#99","Ford","23/1",496,45,"Running",76.9,"Roush Fenway Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Michael McDowell",23,30,"#98","Ford","21/0",496,0,"Running",48.9,"Phil Parsons Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Landon Cassill",24,33,"#83","Toyota","20/0",490,0,"Running",48.3,"BK Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Matt Kenseth",25,17,"#17","Ford","20/1",486,25,"Running",84.1,"Roush Fenway Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Dave Blaney",26,25,"#36","Chevrolet","18/0",476,0,"accident",57.2,"Tommy Baldwin Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Tony Stewart",27,21,"#14","Chevrolet","18/1",471,1,"Running",65.7,"Stewart-Haas Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Kurt Busch",28,20,"#51","Chevrolet","16/0",440,0,"Running",61.3,"Phoenix Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Danica Patrick",29,43,"#10","Chevrolet","0/0",434,0,"accident",46.3,"Stewart-Haas Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Brad Keselowski",30,2,"#2","Dodge","14/0",434,0,"Running",87.5,"Penske Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Jason Leffler",31,39,"#49","Toyota","0/0",417,0,"Running",38.7,"Robinson-Blakeney Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"David Ragan",32,24,"#34","Ford","12/0",409,0,"Running",40.3,"Front Row Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Jeff Burton",33,6,"#31","Chevrolet","11/0",360,0,"Running",86.2,"Richard Childress Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Sam Hornish Jr.",34,29,"#22","Dodge","0/0",343,0,"Running",43.7,"Penske Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Aric Almirola",35,5,"#43","Ford","9/0",235,0,"accident",63.6,"Richard Petty Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Ryan Newman",36,19,"#39","Chevrolet","8/0",189,0,"accident",47,"Stewart-Haas Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"David Stremme",37,31,"#30","Toyota","7/0",159,0,"rear gear",34.5,"Inception Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Josh Wise",38,32,"#26","Ford","6/0",150,0,"brakes",32,"Front Row Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Joe Nemechek",39,40,"#87","Toyota","0/0",130,0,"electrical",31,"NEMCO Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Stephen Leicht",40,38,"#33","Chevrolet","4/0",56,0,"fuel pressure",30.6,"Circle Sport"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Scott Riggs",41,35,"#23","Chevrolet","3/0",20,0,"brakes",29.8,"R3 Motorsports"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Ken Schrader",42,42,"#32","Ford","2/0",9,0,"accident",28.9,"FAS Lane Racing"
24,2012-08-25,"Bristol",43,0.533,"P",267,13,84.402,22,"Mike Bliss",43,34,"#19","Toyota","0/0",6,0,"power",28.4,"Tri-Star Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Denny Hamlin",1,7,"#11","Toyota","48/5",327,105,"Running",141,"Joe Gibbs Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Jeff Gordon",2,5,"#24","Chevrolet","43/1",327,6,"Running",113.7,"Hendrick Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Brad Keselowski",3,21,"#2","Dodge","41/0",327,0,"Running",106.6,"Penske Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Martin Truex Jr.",4,28,"#56","Toyota","41/1",327,40,"Running",113.3,"Michael Waltrip Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Kevin Harvick",5,24,"#29","Chevrolet","40/1",327,101,"Running",123.8,"Richard Childress Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Kyle Busch",6,3,"#18","Toyota","39/1",327,66,"Running",120.7,"Joe Gibbs Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Dale Earnhardt Jr.",7,35,"#88","Chevrolet","37/0",327,0,"Running",80.2,"Hendrick Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Paul Menard",8,18,"#27","Chevrolet","36/0",327,0,"Running",87.5,"Richard Childress Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Matt Kenseth",9,4,"#17","Ford","35/0",327,0,"Running",98.5,"Roush Fenway Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Mark Martin",10,6,"#55","Toyota","34/0",327,0,"Running",93.8,"Michael Waltrip Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Sam Hornish Jr.",11,15,"#22","Dodge","0/0",327,0,"Running",95.6,"Penske Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Jeff Burton",12,26,"#31","Chevrolet","32/0",327,0,"Running",79.7,"Richard Childress Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Kurt Busch",13,16,"#51","Chevrolet","31/0",327,0,"Running",75.3,"Phoenix Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Regan Smith",14,27,"#78","Chevrolet","30/0",327,0,"Running",74.6,"Furniture Row Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Greg Biffle",15,2,"#16","Ford","30/1",327,1,"Running",88.5,"Roush Fenway Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Trevor Bayne",16,32,"#21","Ford","0/0",327,0,"Running",62.6,"Wood Brothers Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Marcos Ambrose",17,10,"#9","Ford","27/0",327,0,"Running",83.6,"Richard Petty Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Joey Logano",18,9,"#20","Toyota","26/0",327,0,"Running",79,"Joe Gibbs Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Bobby Labonte",19,25,"#47","Toyota","25/0",327,0,"Running",64.4,"JTG Daugherty Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Landon Cassill",20,40,"#83","Toyota","24/0",326,0,"Running",54.5,"BK Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Juan Pablo Montoya",21,33,"#42","Chevrolet","23/0",326,0,"Running",62.6,"Earnhardt Ganassi Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Tony Stewart",22,1,"#14","Chevrolet","23/1",326,8,"Running",72.9,"Stewart-Haas Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Kasey Kahne",23,11,"#5","Chevrolet","21/0",325,0,"Running",61.2,"Hendrick Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Jamie McMurray",24,20,"#1","Chevrolet","20/0",325,0,"Running",61.5,"Earnhardt Ganassi Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Dave Blaney",25,22,"#36","Chevrolet","19/0",324,0,"Running",54.4,"Tommy Baldwin Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Travis Kvapil",26,41,"#93","Toyota","18/0",324,0,"Running",44.5,"BK Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Clint Bowyer",27,30,"#15","Toyota","17/0",324,0,"Running",79.2,"Michael Waltrip Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"David Ragan",28,14,"#34","Ford","16/0",323,0,"Running",43,"Front Row Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Danica Patrick",29,23,"#10","Chevrolet","0/0",321,0,"Running",43.6,"Stewart-Haas Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"T.J. Bell",30,42,"#32","Ford","0/0",319,0,"Running",36.2,"FAS Lane Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"David Gilliland",31,29,"#38","Ford","13/0",298,0,"Running",44.3,"Front Row Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Aric Almirola",32,13,"#43","Ford","12/0",297,0,"Running",56.5,"Richard Petty Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Casey Mears",33,19,"#13","Ford","11/0",291,0,"engine",48.6,"Germain Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Jimmie Johnson",34,8,"#48","Chevrolet","10/0",269,0,"accident",93.7,"Hendrick Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Ryan Newman",35,17,"#39","Chevrolet","9/0",268,0,"accident",69,"Stewart-Haas Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Carl Edwards",36,12,"#99","Ford","8/0",264,0,"engine",73.3,"Roush Fenway Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Scott Speed",37,36,"#95","Ford","7/0",196,0,"suspension",39.3,"Leavine Family Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Jason Leffler",38,34,"#49","Toyota","0/0",77,0,"vibration",34.9,"Robinson-Blakeney Racing"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"David Stremme",39,31,"#30","Toyota","5/0",54,0,"suspension",32.5,"Inception Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Scott Riggs",40,39,"#23","Chevrolet","4/0",43,0,"vibration",31.1,"R3 Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"J.J. Yeley",41,43,"#37","Chevrolet","3/0",32,0,"brakes",27.9,"Max Q Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Reed Sorenson",42,38,"#91","Toyota","0/0",24,0,"overheating",28.9,"Tri-Star Motorsports"
25,2012-09-02,"Atlanta",43,1.54,"P",504,6,142.02,18,"Joe Nemechek",43,37,"#87","Toyota","0/0",22,0,"rear gear",24.3,"NEMCO Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Clint Bowyer",1,4,"#15","Toyota","47/4",400,88,"Running",126.3,"Michael Waltrip Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Jeff Gordon",2,2,"#24","Chevrolet","43/1",400,2,"Running",102.2,"Hendrick Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Mark Martin",3,6,"#55","Toyota","41/0",400,0,"Running",105.8,"Michael Waltrip Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Tony Stewart",4,28,"#14","Chevrolet","41/1",400,15,"Running",104.3,"Stewart-Haas Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Matt Kenseth",5,17,"#17","Ford","39/0",400,0,"Running",96.5,"Roush Fenway Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Jeff Burton",6,20,"#31","Chevrolet","38/0",400,0,"Running",87.1,"Richard Childress Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Brad Keselowski",7,10,"#2","Dodge","37/0",400,0,"Running",87.7,"Penske Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Ryan Newman",8,14,"#39","Chevrolet","37/1",400,13,"Running",85.6,"Stewart-Haas Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Greg Biffle",9,23,"#16","Ford","35/0",400,0,"Running",88.1,"Roush Fenway Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Kevin Harvick",10,13,"#29","Chevrolet","34/0",400,0,"Running",102.8,"Richard Childress Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Sam Hornish Jr.",11,11,"#22","Dodge","0/0",400,0,"Running",96.9,"Penske Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Kasey Kahne",12,21,"#5","Chevrolet","33/1",399,3,"Running",106.7,"Hendrick Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Jimmie Johnson",13,5,"#48","Chevrolet","32/1",399,2,"Running",101.7,"Hendrick Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Dale Earnhardt Jr.",14,1,"#88","Chevrolet","31/1",399,67,"Running",109.5,"Hendrick Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Marcos Ambrose",15,22,"#9","Ford","29/0",399,0,"Running",73.5,"Richard Petty Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Kyle Busch",16,15,"#18","Toyota","28/0",399,0,"Running",81.2,"Joe Gibbs Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Carl Edwards",17,16,"#99","Ford","27/0",399,0,"Running",78,"Roush Fenway Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Denny Hamlin",18,7,"#11","Toyota","28/2",399,202,"Running",125.6,"Joe Gibbs Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Landon Cassill",19,12,"#83","Toyota","25/0",399,0,"Running",60.5,"BK Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Juan Pablo Montoya",20,24,"#42","Chevrolet","24/0",399,0,"Running",69.5,"Earnhardt Ganassi Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Martin Truex Jr.",21,9,"#56","Toyota","24/1",399,7,"Running",99.2,"Michael Waltrip Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Jamie McMurray",22,26,"#1","Chevrolet","22/0",398,0,"Running",68.6,"Earnhardt Ganassi Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Paul Menard",23,25,"#27","Chevrolet","21/0",398,0,"Running",63.6,"Richard Childress Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Regan Smith",24,3,"#78","Chevrolet","20/0",398,0,"Running",69.9,"Furniture Row Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Bobby Labonte",25,29,"#47","Toyota","19/0",397,0,"Running",59.3,"JTG Daugherty Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Aric Almirola",26,18,"#43","Ford","18/0",397,0,"Running",58.2,"Richard Petty Motorsports"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Travis Kvapil",27,32,"#93","Toyota","17/0",397,0,"Running",54.2,"BK Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Kurt Busch",28,30,"#51","Chevrolet","16/0",396,0,"Running",55.6,"Phoenix Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Casey Mears",29,42,"#13","Ford","15/0",396,0,"Running",49.8,"Germain Racing"
26,2012-09-08,"Richmond",43,0.75,"P",300,6,100.019,17,"Joey Logano",30,8,"#20","Toyota","14/0",396,0,"Running",60.2,"Joe Gibbs Racing"
